MH550421.1_prot_AXN58042.1_1	MH550421.1_prot_AXN58042.1_1
MH550421.1_prot_AXN58042.1_1	MH751506.1_prot_AYD82598.1_1
MH550421.1_prot_AXN58042.1_1	MZ501046.1_prot_QXV75388.1_112
MH550421.1_prot_AXN58042.1_1	MZ501050.1_prot_QXV75964.1_110
MH550421.1_prot_AXN58042.1_1	MZ501052.1_prot_QXV76324.1_115
MH550421.1_prot_AXN58042.1_1	MZ501065.1_prot_QXV78552.1_111
MH550421.1_prot_AXN58042.1_1	MZ501066.1_prot_QXV78823.1_115
MH550421.1_prot_AXN58042.1_1	MZ501089.1_prot_QXV82093.1_112
MH550421.1_prot_AXN58042.1_1	MZ501096.1_prot_QXV83143.1_112
MH550421.1_prot_AXN58042.1_1	MZ501098.1_prot_QXV83477.1_110
MH550421.1_prot_AXN58042.1_1	MZ501106.1_prot_QXV84850.1_114
MH550421.1_prot_AXN58042.1_1	MZ501113.1_prot_QXV85949.1_112
MH550421.1_prot_AXN58042.1_1	NC_000866.4_prot_NP_049616.1_1
MH550421.1_prot_AXN58043.1_2	MH550421.1_prot_AXN58043.1_2
MH550421.1_prot_AXN58043.1_2	MH751506.1_prot_AYD82599.1_2
MH550421.1_prot_AXN58043.1_2	MZ501046.1_prot_QXV75389.1_113
MH550421.1_prot_AXN58043.1_2	MZ501050.1_prot_QXV75965.1_111
MH550421.1_prot_AXN58043.1_2	MZ501052.1_prot_QXV76325.1_116
MH550421.1_prot_AXN58043.1_2	MZ501065.1_prot_QXV78553.1_112
MH550421.1_prot_AXN58043.1_2	MZ501066.1_prot_QXV78824.1_116
MH550421.1_prot_AXN58043.1_2	MZ501067.1_prot_QXV79102.1_113
MH550421.1_prot_AXN58043.1_2	MZ501089.1_prot_QXV82094.1_113
MH550421.1_prot_AXN58043.1_2	MZ501096.1_prot_QXV83144.1_113
MH550421.1_prot_AXN58043.1_2	MZ501098.1_prot_QXV83478.1_111
MH550421.1_prot_AXN58043.1_2	MZ501106.1_prot_QXV84851.1_115
MH550421.1_prot_AXN58043.1_2	MZ501113.1_prot_QXV85950.1_113
MH550421.1_prot_AXN58043.1_2	NC_000866.4_prot_NP_049617.1_2
MH550421.1_prot_AXN58047.1_6	MH550421.1_prot_AXN58047.1_6
MH550421.1_prot_AXN58047.1_6	MZ501096.1_prot_QXV83148.1_117
MH550421.1_prot_AXN58047.1_6	MZ501113.1_prot_QXV85954.1_117
MH550421.1_prot_AXN58048.1_7	MH550421.1_prot_AXN58048.1_7
MH550421.1_prot_AXN58049.1_8	MH550421.1_prot_AXN58049.1_8
MH550421.1_prot_AXN58049.1_8	MH751506.1_prot_AYD82605.1_8
MH550421.1_prot_AXN58049.1_8	MZ501046.1_prot_QXV75395.1_119
MH550421.1_prot_AXN58049.1_8	MZ501050.1_prot_QXV75971.1_117
MH550421.1_prot_AXN58049.1_8	MZ501052.1_prot_QXV76331.1_122
MH550421.1_prot_AXN58049.1_8	MZ501065.1_prot_QXV78559.1_118
MH550421.1_prot_AXN58049.1_8	MZ501066.1_prot_QXV78830.1_122
MH550421.1_prot_AXN58049.1_8	MZ501067.1_prot_QXV79108.1_119
MH550421.1_prot_AXN58049.1_8	MZ501089.1_prot_QXV82100.1_119
MH550421.1_prot_AXN58049.1_8	MZ501096.1_prot_QXV83150.1_119
MH550421.1_prot_AXN58049.1_8	MZ501098.1_prot_QXV83484.1_117
MH550421.1_prot_AXN58049.1_8	MZ501106.1_prot_QXV84857.1_121
MH550421.1_prot_AXN58049.1_8	MZ501113.1_prot_QXV85956.1_119
MH550421.1_prot_AXN58049.1_8	NC_000866.4_prot_NP_049625.1_10
MH550421.1_prot_AXN58050.1_9	MH550421.1_prot_AXN58050.1_9
MH550421.1_prot_AXN58050.1_9	MZ501096.1_prot_QXV83151.1_120
MH550421.1_prot_AXN58051.1_10	MH550421.1_prot_AXN58051.1_10
MH550421.1_prot_AXN58052.1_11	MH550421.1_prot_AXN58052.1_11
MH550421.1_prot_AXN58053.1_12	MH550421.1_prot_AXN58053.1_12
MH550421.1_prot_AXN58053.1_12	MH751506.1_prot_AYD82608.1_11
MH550421.1_prot_AXN58053.1_12	MZ501046.1_prot_QXV75400.1_124
MH550421.1_prot_AXN58053.1_12	MZ501050.1_prot_QXV75976.1_122
MH550421.1_prot_AXN58053.1_12	MZ501052.1_prot_QXV76336.1_127
MH550421.1_prot_AXN58053.1_12	MZ501065.1_prot_QXV78564.1_123
MH550421.1_prot_AXN58053.1_12	MZ501066.1_prot_QXV78835.1_127
MH550421.1_prot_AXN58053.1_12	MZ501067.1_prot_QXV79114.1_125
MH550421.1_prot_AXN58053.1_12	MZ501089.1_prot_QXV82105.1_124
