geneID,symbol,entity,0,2,5,10,15,21,28,35,42,49
gene-Y11_RS13525,gene-Y11_RS13525,host,1,0.3196491732278941,0.2450463165323597,0.2528551802113732,0.2310412927633471,0.3028441975419141,0.4494179953465535,0.4749095816353871,0.5624919065102983,0.4416695476888171
gene-Y11_RS04440,gene-Y11_RS04440,host,0.1732690640180275,0.96493198451393,0.496792238313278,0.6335753539851696,1,0.4361931047726179,0.1528015347368459,0.7234913140571808,0.9372917739386264,0.5937863681401007
gene-Y11_RS03710,gene-Y11_RS03710,host,0.9863936646003908,1,0.768006305918407,0.6118744567617961,0.4966651536116641,0.5705604878359966,0.4952821661052922,0.5401855344675773,0.5649516539832247,0.6743868097297296
gene-Y11_RS17940,dhaM,host,0.4618976023405653,0.3061862654307124,0.3674597227851866,0.4659754060263318,0.6515657511307333,0.6682616479224459,0.6607034322866994,0.8696943056427584,0.8415225989230702,1
gene-Y11_RS02645,rluE,host,1,0.6751839454192848,0.6370627313225847,0.573798526692901,0.5833630980934155,0.5169054229511861,0.549462611876252,0.5893672782776663,0.6158279135781607,0.6328274921028477
gene-Y11_RS19155,gene-Y11_RS19155,host,0.9058912442097662,0.5981475422594191,0.6426717017260536,0.7250816427332715,0.6955348919668348,0.6851785654488194,0.7664014962885118,0.8112479351791615,1,0.8621937048521103
gene-g241,g241,phage,0.0003443267863087,0.0738403888316627,0.1032049876529491,0.1817508348466652,0.1406862259597288,0.1953455099537563,0.2298652786332979,0.3275634811020889,0.527580343953235,1
gene-Y11_RS08155,gene-Y11_RS08155,host,0.8265290430863734,0.5518970943278612,0.4794113892310478,0.4539944520216008,0.4888750353608076,0.5995615612953011,0.6920682482771298,0.7344702753788295,1,0.8091977523532442
gene-Y11_RS07840,gene-Y11_RS07840,host,1,0.5688467028657812,0.7744296998780734,0.6987644114090938,0.7212445308754235,0.6432820628337559,0.7718831610977797,0.6947784739559645,0.7985649066850645,0.6095276976887907
gene-Y11_RS13720,gene-Y11_RS13720,host,1,0.8235759715638535,0.8447631855502604,0.8233828650263945,0.6797582521705349,0.6028680885439639,0.6354090739814929,0.6673605099799735,0.5651814862867691,0.5304370599961391
gene-Y11_RS15885,gene-Y11_RS15885,host,1,0.4581631611603595,0.4332902512808547,0.4471309171815271,0.4235000424973164,0.4475854532428354,0.5413856987379039,0.618342775566154,0.7512911056904328,0.6561415345733349
gene-Y11_RS19570,lpxB,host,0.9225747245140542,1,0.7509200073583365,0.5431619225740884,0.4196483390665299,0.3971765489982823,0.3167503560655913,0.354841732547536,0.3579734066933531,0.3984606807058437
gene-Y11_RS08435,gene-Y11_RS08435,host,1,0.6720622976877143,0.595827968428732,0.5844437349239846,0.4560474800907489,0.4742062844932779,0.4131514571628417,0.4295714944396367,0.3861449238778149,0.3825115024779373
gene-Y11_RS00650,ccmD,host,1,0.9890508811881376,0.9571142008239218,0.6515393221984562,0.50508238161918,0.4851778241066831,0.5047527818054478,0.4694821486807369,0.6459876730519158,0.6787460220372539
gene-Y11_RS01965,gene-Y11_RS01965,host,0.9038912127389592,0.389130137877878,0.4465691615029595,0.3672407794206294,0.4757419720624571,0.5396504839407559,0.5717763904082078,0.7751953862802772,1,0.7097961750710489
gene-g132,g132,phage,0.0006254425750247,0.2236135631952872,0.4166321089978117,0.6920438448861883,0.6306211378820324,0.6047864855495612,0.6646318891584699,0.7328032722634189,0.6141827286303528,1
gene-Y11_RS17930,dhaK,host,0.135522975757012,1,0.2786611841210691,0.3134799928117115,0.4053550862905892,0.447494022323973,0.4505470818044681,0.5040023949024143,0.5046365817540973,0.6503063515765121
gene-Y11_RS03605,thrS,host,0.9305023734129344,0.9849943548252836,0.891889009842434,0.98098971705909,0.9329676090509832,0.9215660251631528,1,0.916752691891734,0.9257365231426125,0.8754044122908716
gene-g310,g310,phage,0.0001744889623632,0.1101936801174915,0.1502537323687041,0.2632536668540826,0.3046856935790033,0.4408747511252525,0.5636526661542958,0.5911739048759391,0.7194335396723737,1
gene-Y11_RS19465,syd,host,1,0.849736398899359,0.7226894628597087,0.6504903929425848,0.602579307852384,0.5991357434812715,0.6664745034629282,0.6836219129337366,0.8016632337591881,0.7601815891452288
gene-Y11_RS23035,cdiI,host,0.5702228956382521,0.2752425880076493,0.3757724048153828,0.5508053380389174,0.6740878242685471,0.7050588905898013,0.6863162846584188,0.9788842530802424,1,0.7676645276898387
gene-Y11_RS05710,gene-Y11_RS05710,host,1,0.5314763311829895,0.5175213883789951,0.4518925656668531,0.3496429267019791,0.2774053171329986,0.2260033069498779,0.2426393019360199,0.214841155150859,0.1904324296353187
gene-Y11_RS08740,sdhA,host,1,0.7368476785904228,0.7715225472740187,0.6538259962390248,0.6106808176010201,0.5633537623977771,0.5138782963914966,0.5140516629547065,0.4609946844728218,0.4824501527457208
gene-g130,g130,phage,0.0003200771934831,0.1084475159075568,0.1599885628110352,0.2887127182463533,0.1988088239555554,0.3356848665519494,0.3640690746167891,0.4346813176959693,0.4922149646306726,1
gene-Y11_RS00720,aroC,host,1,0.8770209068574656,0.7746980753444695,0.5574297282427345,0.4688983902410578,0.422139655859491,0.3801317838889718,0.3916286635786759,0.3791859595388172,0.4033515676674143
