geneID,symbol,entity,35,60,120
gene-R0792_RS03340,pyk,host,0.1071248774497011,0.1165560943645925,0.0811298972593798
gene-R0792_RS18895,gene-R0792_RS18895,host,5.363944565968909,3.679851923769311,1.4801234907951408
gene-R0792_RS12615,gene-R0792_RS12615,host,4.862073051862674,3.658847293366509,2.565050717232937
gene-R0792_RS07105,gene-R0792_RS07105,host,5.5436610610866435,2.434540424972566,2.700702298233723
gene-R0792_RS17545,hpaE,host,0.2720445870795824,0.3233512534456571,0.1489533166850593
gene-R0792_RS11635,gene-R0792_RS11635,host,4.646094775964148,3.2546590161006588,4.134974740087864
gene-R0792_RS14930,ispC,host,8.92084164157048,7.725500123925992,7.133470210417135
gene-R0792_RS03705,gene-R0792_RS03705,host,0.7231328375656608,0.6848331571764992,0.6072355479063142
gene-R0792_RS11560,lexA,host,7.31083809262983,6.968190998361489,4.566487198773751
gene-R0792_RS19550,gene-R0792_RS19550,host,0.3087276638454899,0.4993515199674147,0.3487079700381382
gene-R0792_RS06365,gene-R0792_RS06365,host,0.2269728012048681,0.1989484494573649,0.160087825331739
gene-R0792_RS19810,trmB,host,5.115379525586567,4.090507444736947,2.905574142215545
gene-R0792_RS12445,gene-R0792_RS12445,host,3.434777902171437,2.639784086153813,2.2751140274826835
gene-R0792_RS17335,gene-R0792_RS17335,host,4.385951589199792,3.6515372707657687,3.7762597579107706
gene-R0792_RS27075,rplU,host,342.4078692882458,216.64503803437296,164.44602638529665
gene-R0792_RS24325,pldB,host,0.318380584243267,0.6718124675843207,0.3869376031592922
gene-R0792_RS24125,grxC,host,9.237193865308932,6.553892844594501,5.1282837900891645
gene-R0792_RS00660,spcU,host,17.451655482091102,20.402611954201596,5.4868197214467305
gene-R0792_RS24265,gene-R0792_RS24265,host,3.1969860516862343,2.205362658717521,2.144355275779178
gene-R0792_RS12240,gene-R0792_RS12240,host,1.1117241245141434,0.9817549240560836,0.771288988780437
gene-R0792_RS12255,gene-R0792_RS12255,host,13.32780448825736,6.915464516132743,5.008385301611321
gene-R0792_RS19535,gene-R0792_RS19535,host,42.987731284685474,26.4283565200631,14.134387854951465
gene-R0792_RS22805,gene-R0792_RS22805,host,6.098545827660872,6.421624683689896,2.5987220607046893
gene-R0792_RS08260,gcvP,host,6.722947976194538,3.483078313849316,2.8560719315670093
gene-R0792_RS26055,rlmE,host,2.4162039103931554,2.668645573334829,4.974939578781524
gene-R0792_RS25445,gene-R0792_RS25445,host,9.562135454799328,3.91678372966218,7.265741249136367
gene-R0792_RS19455,yccS,host,1.0213437552299665,0.8984631770117179,0.511222728053756
gene-R0792_RS27540,gene-R0792_RS27540,host,0.4633060510836296,0.2395382574513986,0.2594557427693328
gene-R0792_RS17630,gene-R0792_RS17630,host,0.3095143684252333,0.295861787083915,0.3756029013553674
gene-R0792_RS28545,gene-R0792_RS28545,host,6.825824444507337,3.8921579585213664,4.241699002846479
gene-R0792_RS28580,gene-R0792_RS28580,host,2.1283685170348905,2.8125386457704873,2.629965942401914
gene-R0792_RS13590,gene-R0792_RS13590,host,39.67617375727438,46.296691274537515,22.87815234459676
gene-R0792_RS05800,gene-R0792_RS05800,host,5.204792317184129,3.6980289236901767,3.9305195517246503
gene-R0792_RS25650,lpdA,host,1.4925557930271238,1.3878153413205216,0.6050556920240536
gene-R0792_RS19140,nirM,host,9.826058452071525,9.26788719023746,3.992528302795286
gene-R0792_RS07900,gene-R0792_RS07900,host,2.6411517584077164,2.273128495604819,2.1449829240783913
gene-R0792_RS26420,gene-R0792_RS26420,host,3.0539688040366384,2.795929566155109,2.0154971559639883
gene-R0792_RS09710,gene-R0792_RS09710,host,0.2176182255802394,0.5849831350793651,0.4453237953185605
gene-R0792_RS09135,trbE,host,0.176778271973066,0.1233122837604652,0.1096310082703314
gene-R0792_RS12990,gene-R0792_RS12990,host,10.812943351405575,15.351878358072948,7.143858389759494
gene-R0792_RS00795,gene-R0792_RS00795,host,47.080016308509634,36.3258159575512,34.76097248118117
gene-R0792_RS15815,gene-R0792_RS15815,host,4.582530155107172,2.5763232410257064,2.6725120669494618
gene-R0792_RS16885,lptE,host,9.226235984602392,6.2715727070321154,3.9111307752506903
gene-R0792_RS08215,gene-R0792_RS08215,host,4.581076351261737,1.956987237509693,3.161294058840482
gene-R0792_RS22190,zur,host,26.162482206348685,27.56184272238057,20.535095888953105
gene-R0792_RS14500,gene-R0792_RS14500,host,0.7865114309595796,0.7879781679940844,0.991702761746052
gene-R0792_RS30130,gene-R0792_RS30130,host,60.648799714106275,27.284878166800137,30.112478817824567
gene-R0792_RS04480,exsA,host,11.271941987907416,6.803326337736816,2.8784113830165032
gene-R0792_RS26325,gene-R0792_RS26325,host,2.727683314147851,2.751465625919609,1.8838788309754664
gene-R0792_RS20335,cysW,host,0.8379564216296368,0.7454292779432183,1.7972988081503802
gene-R0792_RS16190,pcsA,host,5.655693224817293,7.071438818315713,5.064926883264661
gene-R0792_RS28765,gene-R0792_RS28765,host,3.1620223200294695,2.1395924163819027,2.618282430649543
gene-R0792_RS07235,gene-R0792_RS07235,host,0.1711544709903869,0.229209504473917,0.3082926771758735
gene-R0792_RS11215,gene-R0792_RS11215,host,1.6604939759661008,1.18664753605219,1.159330452364346
gene-R0792_RS13895,gene-R0792_RS13895,host,0.4663240649772249,1.0344425063495877,0.8003688580112636
gene-R0792_RS28260,mlaE,host,9.488248411099102,8.071473958991017,1.8871959656000497
gene-R0792_RS15870,bamB,host,13.871325791532527,11.58685497738756,12.063974194334676
gene-R0792_RS04610,gene-R0792_RS04610,host,0.3163242621851571,0.2055238072091174,0.1042635562905356
gene-R0792_RS01855,gene-R0792_RS01855,host,2.6619037810190327,2.3518941507662,1.6247181581838126
gene-R0792_RS12195,gene-R0792_RS12195,host,0.7575360654189776,0.2600215333025548,0.3172983862000989
gene-R0792_RS15265,gene-R0792_RS15265,host,2.7592238029003737,2.476252495884121,2.326381238558106
gene-R0792_RS22890,pstB,host,1.9131471256917063,0.8878413880327435,2.2892079914123853
gene-R0792_RS12595,gene-R0792_RS12595,host,2.8751786330035856,3.1015152762755784,2.2782300483895175
gene-R0792_RS18350,gene-R0792_RS18350,host,1.93795059497666,1.6426821991800675,1.8830602946757224
gene-R0792_RS06990,gene-R0792_RS06990,host,0.0933204381551297,0.2806559404308551,0.1466880901264733
gene-R0792_RS22140,gene-R0792_RS22140,host,0.9316491529733628,1.743598747756801,1.2001805657598106
gene-R0792_RS09090,gene-R0792_RS09090,host,3.5962003240370617,2.338433092561328,1.960753057206455
gene-R0792_RS29020,pctC,host,3.556659551993666,7.505408574620125,15.133715831913628
gene-R0792_RS26485,can,host,4.489521211110243,3.367921874379182,2.381988785432213
gene-R0792_RS29845,gene-R0792_RS29845,host,2.9100306907391333,3.6037505008140185,12.14168349207869
gene-R0792_RS27610,pilM,host,3.298893432911627,2.9279704126068844,3.725209498095741
gene-R0792_RS03470,xdhA,host,2.2411185878607545,1.6079126750319468,0.9304712681824436
gene-R0792_RS09030,gene-R0792_RS09030,host,0.0690274026411113,0.1660082884218906,0.1926343611210601
gene-R0792_RS29135,recB,host,2.5535765869767957,1.7685438494315506,19.25576895311166
gene-R0792_RS01510,gene-R0792_RS01510,host,1.274995160060168,0.8784577317738219,1.486573548996943
gene-R0792_RS09550,nuoG,host,7.211493902053741,4.698630598933994,2.621120679634184
gene-R0792_RS09370,tusC,host,2.7548803894847853,2.975615559306647,2.511680367504242
gene-R0792_RS03330,gene-R0792_RS03330,host,1.3924200854986248,0.5992588977025535,0.769876434184108
gene-R0792_RS25680,gene-R0792_RS25680,host,0.2775132532261893,1.1468973867438297,0.307366039464
gene-R0792_RS08820,gene-R0792_RS08820,host,1.9488993948532445,3.0023019716155477,2.867138347071255
gene-R0792_RS00940,gene-R0792_RS00940,host,2.1948951877647223,2.003545870327495,2.5897473598649845
gene-R0792_RS08150,pvdL,host,0.1950860809288462,0.1265069367058651,0.055495222701188
gene-R0792_RS01270,fliI,host,9.102495655348504,4.08895094137731,3.561110115398189
gene-R0792_RS29810,gene-R0792_RS29810,host,1.0260274431589915,1.2870781416276316,0.9013351089784316
gene-R0792_RS16000,gene-R0792_RS16000,host,125.86126183196728,96.29341145714496,62.49015157833305
gene-R0792_RS20765,madM,host,0.8923016824218052,1.019552302089137,0.752625457312127
gene-R0792_RS06400,gene-R0792_RS06400,host,0.3636930919743366,0.288989216801739,0.4091332994440871
gene-R0792_RS25835,gene-R0792_RS25835,host,0.8009934628274942,0.7606438594297487,0.27593489790922
gene-R0792_RS00340,gene-R0792_RS00340,host,2.977457679281407,3.3258335011914406,3.494058302476411
gene-DMS3-27,gene-DMS3-27,phage,0.0819449663364132,0.0715072135063966,0.0625824047738082
gene-R0792_RS29690,gene-R0792_RS29690,host,7.37648758169699,5.929905986781887,4.493928535707222
gene-R0792_RS16915,gene-R0792_RS16915,host,1.0960856092206013,0.6771311923572684,0.9914423680486916
gene-R0792_RS06705,gene-R0792_RS06705,host,2.2143948097917843,1.1532977774767637,2.377064204078708
gene-R0792_RS22615,gene-R0792_RS22615,host,0.3571756434093387,0.4677814867676222,0.2271070168794731
gene-R0792_RS21995,gene-R0792_RS21995,host,1.0616369651597977,0.8973918855783105,1.1334446996096992
gene-R0792_RS05720,gene-R0792_RS05720,host,2.889285605458893,1.7865800410015649,0.6766625378029224
gene-R0792_RS21570,gene-R0792_RS21570,host,0.2650882259186808,0.0800241772658766,0.1715082728955318
gene-R0792_RS26625,gene-R0792_RS26625,host,0.2297373619031398,0.1863799792035282,0.2435894979612579
gene-R0792_RS11795,gene-R0792_RS11795,host,1.752760095191084,1.26953983854361,1.16048328753266
gene-R0792_RS23830,gene-R0792_RS23830,host,88.64587729467479,161.51384300878405,49.2288744685132
gene-R0792_RS03405,gene-R0792_RS03405,host,0.927547471319919,0.7106265368236735,0.2853242981619943
gene-R0792_RS03430,uraD,host,0.8330607557414069,0.7243166647661669,0.2117369172320276
gene-R0792_RS21680,betC,host,0.3988545733252366,0.1627408328579962,0.3236251880938903
gene-R0792_RS28155,gene-R0792_RS28155,host,8.823313169818245,3.0379480983155775,2.801703873544888
gene-R0792_RS06570,gene-R0792_RS06570,host,0.3102919214917042,0.4709934662121011,0.3355471308530385
gene-R0792_RS28175,pmbA,host,6.714417063335722,4.865921115695816,3.726810433942625
gene-R0792_RS26740,gene-R0792_RS26740,host,2.3416633948107086,2.271009843072198,1.9855945311661083
gene-R0792_RS02080,gene-R0792_RS02080,host,1.5452763152312126,1.0789248327230694,1.3231992312113283
gene-R0792_RS26255,alaC,host,28.5317935894673,29.59277645814013,21.8549057716661
gene-R0792_RS15165,gene-R0792_RS15165,host,4.297714071980985,2.7043272696752254,2.0926147461581
gene-R0792_RS00900,rmuC,host,3.342750592612522,2.79094693534743,2.1098659998732616
gene-DMS3-47,gene-DMS3-47,phage,0.0239997490506841,0.4160558153754535,0.196172441866803
gene-R0792_RS12020,xcpX,host,5.628664781017172,4.4444426378656825,2.9708037801254608
gene-R0792_RS08425,gene-R0792_RS08425,host,0.0990804818067978,0.4035687013437994,0.208639885367685
gene-R0792_RS11200,gene-R0792_RS11200,host,4.117513756444281,2.6216545625583456,2.280716198239094
gene-R0792_RS03645,gene-R0792_RS03645,host,32.563803777428426,30.31843175938492,13.91415966080202
gene-R0792_RS11295,gene-R0792_RS11295,host,3.0424039846242135,2.684407600641815,1.4751404576306344
gene-R0792_RS09575,nuoL,host,8.156716322433342,5.920528596605647,3.924148808101216
gene-R0792_RS24025,mutY,host,2.154770530627475,0.5449032225177266,1.584056577019076
gene-R0792_RS15590,mads1,host,17.54386105725328,28.265893996207353,12.339247386492548
gene-R0792_RS04035,gene-R0792_RS04035,host,1.787376369293924,1.828132545392719,1.0833426229665204
gene-R0792_RS13575,gene-R0792_RS13575,host,28.205790556344255,13.99506348228005,10.136582170601612
gene-R0792_RS06270,gene-R0792_RS06270,host,0.1189519162367625,0.0412924075735323,0.1101314875454259
gene-R0792_RS28595,gene-R0792_RS28595,host,15.060590796177358,13.940752891208655,7.915025962215544
gene-R0792_RS02710,gene-R0792_RS02710,host,1.418061384929161,1.2121232376190818,0.3190571113001075
gene-R0792_RS07760,gene-R0792_RS07760,host,0.2424231136843188,0.0645549731065088,0.284088132821811
gene-R0792_RS13955,gene-R0792_RS13955,host,3.91988156062286,2.734654529087301,3.875527564934353
gene-R0792_RS09345,gene-R0792_RS09345,host,1.2971028561153368,0.8902991809253127,1.4205420889384883
gene-R0792_RS07765,zapE,host,0.40998430443463,0.56103797769334,0.6862208512103031
gene-R0792_RS23295,gene-R0792_RS23295,host,0.7455078962224674,0.6127931533827261,0.4179009890221331
gene-R0792_RS20515,gene-R0792_RS20515,host,1.5060233279928472,1.174653599685329,1.7695108521817544
gene-R0792_RS23805,gene-R0792_RS23805,host,0.4053751563835181,0.1692502473226343,0.4207871913861235
gene-R0792_RS25670,mgtA,host,0.5243145516700859,0.3758417400549584,0.4937564206269887
gene-R0792_RS13595,gene-R0792_RS13595,host,29.047477577235956,26.9883070179199,15.96758772031818
gene-R0792_RS16270,gene-R0792_RS16270,host,0.2986481921097176,3.540810658987226,2.828851044644765
gene-R0792_RS13890,gene-R0792_RS13890,host,2.1911091116035237,1.8820684375524117,1.2931138990887576
gene-R0792_RS27455,gene-R0792_RS27455,host,1.2697882891169976,1.4945353612214,0.6314304247927991
gene-R0792_RS24660,selO,host,1.158340156075081,0.9704413715295592,0.7761430204666792
gene-R0792_RS12140,leuC,host,2.751953954420953,2.3575536509842814,2.225502899606755
gene-R0792_RS19750,proC,host,2.279716024031408,2.012168575742437,2.8622193895346064
gene-R0792_RS07970,pvdM,host,0.2631579923118003,0.4894996832781272,0.3203905417203279
gene-R0792_RS05835,gene-R0792_RS05835,host,0.1545624741710014,0.2702786479903674,0.1268118502316475
gene-R0792_RS27365,gene-R0792_RS27365,host,0.9346095804674366,1.261552598276933,0.9101168841022944
gene-R0792_RS11255,gene-R0792_RS11255,host,0.2356052449649436,0.3275215570766541,0.4476190742841701
gene-R0792_RS15385,gene-R0792_RS15385,host,31.427866609236805,46.904635260005904,14.899982668070807
gene-R0792_RS25090,gene-R0792_RS25090,host,31.698505224658504,23.741877214953497,14.654437910272966
gene-R0792_RS13790,gene-R0792_RS13790,host,0.1030693654592847,0.2070461335253262,0.1199006547389563
gene-R0792_RS30095,gene-R0792_RS30095,host,2.269769843435965,3.6527811136653785,2.0087890074635593
gene-R0792_RS25035,gene-R0792_RS25035,host,1.650655566105112,1.6726629615142152,1.0981173574709189
gene-R0792_RS14925,rseP,host,7.327076430714504,5.9489238937878754,2.6986792342456027
